"Date","Price","Open","High","Low","Change %"
"18-06-2020","4.251","4.287","4.287","4.251","-1.30%"
"17-06-2020","4.307","4.317","4.317","4.292","0.61%"
"16-06-2020","4.281","4.322","4.322","4.281","-0.14%"
"15-06-2020","4.287","4.352","4.352","4.287","-0.46%"
"12-06-2020","4.307","4.383","4.383","4.307","-0.12%"
"11-06-2020","4.312","4.347","4.347","4.297","-0.46%"
"10-06-2020","4.332","4.352","4.352","4.324","0.60%"
"09-06-2020","4.306","4.332","4.332","4.306","0.35%"
"08-06-2020","4.291","4.387","4.387","4.291","0.00%"
"05-06-2020","4.291","4.291","4.341","4.291","-0.09%"
"04-06-2020","4.295","4.290","4.295","4.290","-0.69%"
"03-06-2020","4.325","4.320","4.325","4.295","-0.21%"
"02-06-2020","4.334","4.314","4.389","4.295","-0.57%"
"01-06-2020","4.359","4.319","4.359","4.304","1.99%"
"29-05-2020","4.274","4.374","4.374","4.274","-0.79%"
"28-05-2020","4.308","4.318","4.358","4.307","-0.12%"
"27-05-2020","4.313","4.313","4.338","4.311","-0.23%"
"26-05-2020","4.323","4.347","4.347","4.318","-0.32%"
"22-05-2020","4.337","4.308","4.372","4.278","-1.21%"
"21-05-2020","4.390","4.430","4.430","4.390","-0.34%"
"20-05-2020","4.405","4.419","4.444","4.405","0.14%"
"19-05-2020","4.399","4.473","4.473","4.399","-0.34%"
"18-05-2020","4.414","4.614","4.614","4.359","1.26%"
"15-05-2020","4.359","4.614","4.614","4.359","0.23%"
"14-05-2020","4.349","4.422","4.422","4.349","-1.09%"
"13-05-2020","4.397","4.468","4.468","4.353","0.89%"
"12-05-2020","4.358","4.504","4.504","4.358","-0.09%"
"11-05-2020","4.362","4.338","4.547","4.338","1.35%"
"08-05-2020","4.304","4.352","4.357","4.304","-1.31%"
"06-05-2020","4.361","4.453","4.453","4.361","-2.98%"
"05-05-2020","4.495","4.510","4.510","4.462","2.74%"
"04-05-2020","4.375","4.490","4.490","4.375","-2.06%"
"30-04-2020","4.467","4.405","4.467","4.349","-0.22%"
"29-04-2020","4.477","4.438","4.477","4.399","2.57%"
"28-04-2020","4.365","4.669","4.669","4.365","1.18%"
"27-04-2020","4.314","4.314","4.314","4.314","0.37%"
"24-04-2020","4.298","4.298","4.298","4.298","-0.12%"
"23-04-2020","4.303","4.470","4.498","4.303","-1.40%"
"22-04-2020","4.364","4.531","4.531","4.364","-2.61%"
"21-04-2020","4.481","4.704","4.704","4.481","-1.34%"
"20-04-2020","4.542","4.597","4.709","4.542","-1.30%"
"17-04-2020","4.602","4.658","4.742","4.602","-4.14%"
"16-04-2020","4.801","4.868","4.868","4.784","-0.33%"
"15-04-2020","4.817","4.956","4.956","4.817","-1.79%"
"13-04-2020","4.905","4.988","4.988","4.905","-0.18%"
